bigram,log_likelihood,relative_frequency,total_count,register,p_value,p_value_fdr
πατρίς γαῖα,51.08497392253937,0.0009296628058317201,85,Speech,8.845279733545521e-13,5.335561188071994e-09
κακός πάσχω,30.042048881722607,0.00025155581804858307,23,Speech,4.227784836025041e-08,0.0001020096836375466
πολυμήχανος Ὀδυσσεύς,28.73587284338684,0.0002406186085682099,22,Speech,8.295282830920886e-08,0.00016679325188132628
ἀτρεκής καταλέγω,27.42969680505108,0.00022968139908783672,21,Speech,1.6291023978929605e-07,0.00028902672277441547
διογενής Λαερτιάδης,27.42969680505108,0.00022968139908783672,21,Speech,1.6291023978929605e-07,0.00028902672277441547
Λαερτιάδης πολυμήχανος,27.42969680505108,0.00022968139908783672,21,Speech,1.6291023978929605e-07,0.00028902672277441547
φίλος πατρίς,25.957517174312343,0.0005468604740186589,50,Speech,3.4901374930143104e-07,0.0005540225887266216
Ζεύς πατήρ,25.474068657215966,0.0007546674541457492,69,Speech,4.483689565098397e-07,0.0006934888160417958
μέγας κῦδος,23.511168690043778,0.0001968697706467172,18,Speech,1.241907399458315e-06,0.001664735472060556
πατρίς αἶα,20.898816613372247,0.00017499535168597085,16,Speech,4.8419362978364205e-06,0.005616739219649822
φρήν βάλλω,19.592640575036484,0.00016405814220559766,15,Speech,9.583764973407018e-06,0.009635038116014747
ἀνήρ δυσμενής,19.592640575036484,0.00016405814220559766,15,Speech,9.583764973407018e-06,0.009635038116014747
φίλος ἀνήρ,18.28646453670072,0.00015312093272522447,14,Speech,1.9005276256995055e-05,0.016859077486738216
θεός Ὄλυμπος,16.98028849836495,0.00014218372324485131,13,Speech,3.776991330751531e-05,0.02920921718746963
Ἀργεῖος ἡγήτωρ,16.98028849836495,0.00014218372324485131,13,Speech,3.776991330751531e-05,0.02920921718746963
νημερτής ἐνέπω,16.98028849836495,0.00014218372324485131,13,Speech,3.776991330751531e-05,0.02920921718746963
πότμος ἐφέπω,16.77900713101038,0.00025155581804858307,23,Speech,4.199533354168195e-05,0.03206582929832655
Ζεύς τέκος,15.674112460029185,0.00013124651376447813,12,Speech,7.524706888354357e-05,0.0449403806150914
θνητός ἄνθρωπος,15.674112460029185,0.00013124651376447813,12,Speech,7.524706888354357e-05,0.0449403806150914
ἆ δειλός,15.674112460029185,0.00013124651376447813,12,Speech,7.524706888354357e-05,0.0449403806150914
Ἀτρείδης κύδιστος,15.674112460029185,0.00013124651376447813,12,Speech,7.524706888354357e-05,0.0449403806150914
φίλος τέκος,14.762158603172228,0.000185932561166344,17,Speech,0.00012195854417103744,0.06344226838772696
χλαῖνα χιτών,14.762158603172228,0.000185932561166344,17,Speech,0.00012195854417103744,0.06344226838772696
καρδία θυμός,14.548185426636948,0.00022968139908783672,21,Speech,0.00013662016658127523,0.06747582073956349
ἀθάνατος θεός,14.389516127298693,0.00044842558869530026,41,Speech,0.00014862748938868786,0.07029998532506075
ὄρχαμος λαός,14.36793642169342,0.00012030930428410496,11,Speech,0.00015034064599281903,0.07029998532506075
θεός ἐθέλω,14.36793642169342,0.00012030930428410496,11,Speech,0.00015034064599281903,0.07029998532506075
ναῦς ἑταῖρος,14.36793642169342,0.00012030930428410496,11,Speech,0.00015034064599281903,0.07029998532506075
ἀνήρ φίλος,14.36793642169342,0.00012030930428410496,11,Speech,0.00015034064599281903,0.07029998532506075
Ἀθήνη Ἀπόλλων,14.36793642169342,0.00012030930428410496,11,Speech,0.00015034064599281903,0.07029998532506075
εὐρύς νῶτον,13.061760383357655,0.00010937209480373178,10,Speech,0.00030138603765417633,0.11291867812010914
μέγας Πρίαμος,13.061760383357655,0.00010937209480373178,10,Speech,0.00030138603765417633,0.11291867812010914
τλάω θυμός,13.061760383357655,0.00010937209480373178,10,Speech,0.00030138603765417633,0.11291867812010914
ἕρκος ὀδούς,13.061760383357655,0.00010937209480373178,10,Speech,0.00030138603765417633,0.11291867812010914
νῶτον θάλασσα,13.061760383357655,0.00010937209480373178,10,Speech,0.00030138603765417633,0.11291867812010914
φίλος μιμνήσκω,13.061760383357655,0.00010937209480373178,10,Speech,0.00030138603765417633,0.11291867812010914
ἀτρεκής ἀγορεύω,13.061760383357655,0.00010937209480373178,10,Speech,0.00030138603765417633,0.11291867812010914
κύδιστος ἄναξ,13.061760383357655,0.00010937209480373178,10,Speech,0.00030138603765417633,0.11291867812010914
πῆμα πάσχω,13.061760383357655,0.00010937209480373178,10,Speech,0.00030138603765417633,0.11291867812010914
Πύλος ἠμαθόεις,13.061760383357655,0.00010937209480373178,10,Speech,0.00030138603765417633,0.11291867812010914
ἀχεύω ἦτορ,11.755584345021889,9.84348853233586e-05,9,Speech,0.0006066096381876679,0.18025270928629714
αἰνός δείδω,11.755584345021889,9.84348853233586e-05,9,Speech,0.0006066096381876679,0.18025270928629714
ναῦς ἀνήρ,11.755584345021889,9.84348853233586e-05,9,Speech,0.0006066096381876679,0.18025270928629714
ἐξερέω τελέω,11.755584345021889,9.84348853233586e-05,9,Speech,0.0006066096381876679,0.18025270928629714
μέθυ ἡδύς,11.755584345021889,9.84348853233586e-05,9,Speech,0.0006066096381876679,0.18025270928629714
ἀνήρ μάχομαι,11.755584345021889,9.84348853233586e-05,9,Speech,0.0006066096381876679,0.18025270928629714
ἐπιπείθομαι θυμός,11.755584345021889,9.84348853233586e-05,9,Speech,0.0006066096381876679,0.18025270928629714
πατήρ Ἀθήνη,11.755584345021889,9.84348853233586e-05,9,Speech,0.0006066096381876679,0.18025270928629714
ἱκνέομαι οἶκος,11.755584345021889,9.84348853233586e-05,9,Speech,0.0006066096381876679,0.18025270928629714
στῆθος κελεύω,11.755584345021889,9.84348853233586e-05,9,Speech,0.0006066096381876679,0.18025270928629714
ἀεικής πότμος,11.755584345021889,9.84348853233586e-05,9,Speech,0.0006066096381876679,0.18025270928629714
δῆμος Τρώς,11.755584345021889,9.84348853233586e-05,9,Speech,0.0006066096381876679,0.18025270928629714
φίλος Ἀργεῖος,11.755584345021889,9.84348853233586e-05,9,Speech,0.0006066096381876679,0.18025270928629714
νύξ ἦμαρ,11.245123139175993,0.00015312093272522447,14,Speech,0.0007983249664653463,0.232636523198822
σάφα οἶδα,11.245123139175993,0.00015312093272522447,14,Speech,0.0007983249664653463,0.232636523198822
κακός ῥέζω,11.245123139175993,0.00015312093272522447,14,Speech,0.0007983249664653463,0.232636523198822
λοιγός ἀμύνω,11.245123139175993,0.00015312093272522447,14,Speech,0.0007983249664653463,0.232636523198822
ναῦς θοός,11.20365168640755,0.0006234209403812711,57,Speech,0.0008163652178551127,0.23674983801076083
θυμός κελεύω,10.449408306686124,8.749767584298542e-05,8,Speech,0.0012268874971687758,0.2696171467551328
φεύγω ἕρκος,10.449408306686124,8.749767584298542e-05,8,Speech,0.0012268874971687758,0.2696171467551328
ἔπος φεύγω,10.449408306686124,8.749767584298542e-05,8,Speech,0.0012268874971687758,0.2696171467551328
ἑταῖρος πέμπω,10.449408306686124,8.749767584298542e-05,8,Speech,0.0012268874971687758,0.2696171467551328
Ὀδυσσεύς οἶκος,10.449408306686124,8.749767584298542e-05,8,Speech,0.0012268874971687758,0.2696171467551328
ὀξύς Ἄρης,10.449408306686124,8.749767584298542e-05,8,Speech,0.0012268874971687758,0.2696171467551328
πυνθάνομαι πατήρ,10.449408306686124,8.749767584298542e-05,8,Speech,0.0012268874971687758,0.2696171467551328
εἰκοστός ἔτος,10.449408306686124,8.749767584298542e-05,8,Speech,0.0012268874971687758,0.2696171467551328
ὁράω φάος,10.449408306686124,8.749767584298542e-05,8,Speech,0.0012268874971687758,0.2696171467551328
δῶμα Κίρκη,10.449408306686124,8.749767584298542e-05,8,Speech,0.0012268874971687758,0.2696171467551328
κακός ἦμαρ,10.449408306686124,8.749767584298542e-05,8,Speech,0.0012268874971687758,0.2696171467551328
Ἴλιος ἐκπέρθω,10.449408306686124,8.749767584298542e-05,8,Speech,0.0012268874971687758,0.2696171467551328
Τροία εὐρύς,10.449408306686124,8.749767584298542e-05,8,Speech,0.0012268874971687758,0.2696171467551328
θυμός ἀγήνωρ,10.375609045285987,0.00026249302752895626,24,Speech,0.001276910172509381,0.2696171467551328
δῶρον δίδωμι,10.216994784507873,0.000185932561166344,17,Speech,0.001391524060580608,0.2696171467551328
μέγας ὅρκος,10.092945336979561,0.00014218372324485131,13,Speech,0.001488380208738343,0.2696171467551328
ἠώς φαίνω,10.092945336979561,0.00014218372324485131,13,Speech,0.001488380208738343,0.2696171467551328
Τρώς μάχομαι,9.705898867583354,0.00021874418960746356,20,Speech,0.001836774595075058,0.2696171467551328
ᾍδης δόμος,9.169332528571388,0.00017499535168597085,16,Speech,0.002461043119772164,0.2696171467551328
ἅλς τύπτω,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
μοῖρα ὀλοός,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
πατήρ θεός,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
φρήν μενοινάω,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
ἀλήθεια καταλέγω,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
ἐθέλω δίδωμι,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
πατήρ μέγας,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
ἐτήτυμος οἶδα,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
ζόφος ἠερόεις,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
ἐρίγδουπος πόσις,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
ἐποτρύνω ἄνωγα,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
ἀνέρομαι μεταλλάω,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
οἶδα φρήν,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
υἱός δαίφρων,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
Πρίαμος Τρώς,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
τίκτω υἱός,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
ἔοικα ἀνήρ,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
πολεμήιος ἔργον,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
σῆμα ἀριφραδής,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
κλύω Τρώς,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
θεός οὐρανός,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
κλέος εὐρύς,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
κατακλάω φίλος,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
πρῶτος θεός,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
καταθνητός ἄνθρωπος,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
ἀτάσθαλος μηχανάομαι,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
πόλεμος κακός,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
θεός ἰότης,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
ἀντίθεος ἑταῖρος,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
κακός οἶτος,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
πόποι μέγας,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
κλύω μνηστήρ,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
τέκος Ἀτρυτώνη,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
ἕζομαι πολιός,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
Ἑλένη κτῆμα,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
πιστός τέμνω,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
ἀγορεύω ἐτήτυμος,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
τύπτω ἐρετμόν,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
θεός βροτός,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
διοτρεφής ὄρχαμος,9.14323226835036,7.656046636261224e-05,7,Speech,0.0024963970514874476,0.2696171467551328
ἄγω ναῦς,8.953629404383893,0.00013124651376447813,12,Speech,0.0027691886890681716,0.2696171467551328
Ἄργος ἱππόβοτος,8.953629404383893,0.00013124651376447813,12,Speech,0.0027691886890681716,0.2696171467551328
στῆθος φίλος,8.953629404383893,0.00013124651376447813,12,Speech,0.0027691886890681716,0.2696171467551328
ὄλλυμι ἑταῖρος,8.953629404383893,0.00013124651376447813,12,Speech,0.0027691886890681716,0.2696171467551328
υἱός Ἀχαιός,8.854567287453147,0.0006999814067438834,64,Speech,0.0029235641801071146,0.2696171467551328
γαῖα ἱκνέομαι,8.733917976844149,0.00020780698012709038,19,Speech,0.003123446114454408,0.2696171467551328
αἰπύς ὄλεθρος,8.452182469997544,0.00027343023700932944,25,Speech,0.003646056454054002,0.2696171467551328
χιτών εἷμα,8.139567633615037,0.00016405814220559766,15,Speech,0.004330960958612543,0.2696171467551328
Μενέλαος διοτρεφής,8.139567633615037,0.00016405814220559766,15,Speech,0.004330960958612543,0.2696171467551328
βέλος ἐποίχομαι,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἀνήρ δύο,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ξένος ἀτρεκής,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
βίοτος κατέδω,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
νοστέω φίλος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
βία ἔμπεδος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἀεικής λοιγός,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
αἰνός Κρονίδης,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἀγανός βέλος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
υἱός ναῦς,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
πόλις τοκεύς,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
πόλις πέρθω,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
δαίνυμι κρέας,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
πόλις εὐρυάγυια,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
δίδωμι κράτος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
δίδωμι εὖχος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
πότμος ἐφίημι,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
πόλεμος Τρώς,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
πόθι πόλις,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
τίθημι θεός,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
γόνυ ἱκάνω,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
πείθω Ἀχαιός,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
τόξον οἶδα,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
παύω πόλεμος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
δοκέω ἄριστος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
χλαῖνα ῥῆγος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
φέρω κῦμα,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
φίλος εἶδον,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
φίλος τέκνον,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
γαῖα ἱκάνω,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
πατήρ μήτηρ,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
γέρων ἅλιος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
γένος εὔχομαι,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
πίων μῆλον,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
φράζω θεός,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
πάσχω κακός,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
δόρυ τύπτω,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
χείρ δαμάζω,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
βουλή νόος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
βουλή βουλεύω,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἀνήρ οἶδα,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
δίδωμι ἐθέλω,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
Ἀλκίνοος κρείων,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἐπιείκελος Ἀχιλλεύς,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἔρχομαι εἰκοστός,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
Ἀχαιός ἄριστος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἧμαι δαίνυμι,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
Τρώς πάσχω,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
Ἄργος ἱκνέομαι,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
μένος ἄσχετος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
θεός γόνυ,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
Κρονίδης μῦθος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
εὖχος δίδωμι,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἐπαινός Περσεφόνεια,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἐποίχομαι κατέπεφνον,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἱκνέομαι πατρίς,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
κουρίδιος ἄλοχος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
Λύκιοι Δάρδανος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
κρέας ἄσπετος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἔτος πατρίς,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἔρχομαι Ὄλυμπος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
κρείων ἀριδείκετος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
κύδιστος μέγας,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἔρχομαι πόλεμος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἔπος τελέω,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ναῦς ἐρύω,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
Ζεύς ἐθέλω,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἔρχομαι πυνθάνομαι,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
θεός τελέω,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
θεός ἐπιείκελος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
θοῦρος ἀλκή,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἀριδείκετος λαός,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
κακός ἐσθλός,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἄγω Ἰθάκη,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἄλγος δίδωμι,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ναίω πτολίεθρον,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
κακός ἔρδω,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
εἶδον ἱκνέομαι,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
εὐήρης ἐρετμόν,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ὄλλυμι λαός,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
Ἰθάκη εὐδείελος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
εἶδος μέγεθος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
καρτερός ὅρκος,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
Ἴλιος αἰπεινός,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
Ζεύς τίθημι,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
ἄσπετος μέθυ,7.837056230014593,6.562325688223906e-05,6,Speech,0.005118589452089879,0.2696171467551328
μένω ναῦς,7.8295228177127445,0.00012030930428410496,11,Speech,0.005139966751527668,0.2696171467551328
ἑταῖρος ναῦς,7.8295228177127445,0.00012030930428410496,11,Speech,0.005139966751527668,0.2696171467551328
κακός ἔργον,7.8295228177127445,0.00012030930428410496,11,Speech,0.005139966751527668,0.2696171467551328
νόστιμος ἦμαρ,7.8295228177127445,0.00012030930428410496,11,Speech,0.005139966751527668,0.2696171467551328
κῦδος Ἀχαιός,7.8295228177127445,0.00012030930428410496,11,Speech,0.005139966751527668,0.2696171467551328
ναῦς αἱρέω,7.8295228177127445,0.00012030930428410496,11,Speech,0.005139966751527668,0.2696171467551328
ἱκνέομαι δῶμα,7.8295228177127445,0.00012030930428410496,11,Speech,0.005139966751527668,0.2696171467551328
ναῦς μέλας,7.764668819969678,0.0006234209403812711,57,Speech,0.005327806451088487,0.2696171467551328
θεός δίδωμι,7.633685158348025,0.00022968139908783672,21,Speech,0.005728813218570507,0.2696171467551328
ἠέλιος καταδύω,7.633685158348025,0.00022968139908783672,21,Speech,0.005728813218570507,0.2696171467551328
ἡγήτωρ μέδων,7.602604084535521,0.00026249302752895626,24,Speech,0.005828406061979174,0.2696171467551328
Ζεύς δίδωμι,7.1303687000303855,0.00015312093272522447,14,Speech,0.007578914158763516,0.2696171467551328
ὅρκιον πιστός,7.1303687000303855,0.00015312093272522447,14,Speech,0.007578914158763516,0.2696171467551328
νεῖκος ὄρνυμι,7.1303687000303855,0.00015312093272522447,14,Speech,0.007578914158763516,0.2696171467551328
θάνατος κήρ,7.1303687000303855,0.00015312093272522447,14,Speech,0.007578914158763516,0.2696171467551328
νήπιος τέκνον,7.1303687000303855,0.00015312093272522447,14,Speech,0.007578914158763516,0.2696171467551328
ἔρχομαι ἀνήρ,6.851759528140246,0.000185932561166344,17,Speech,0.008855401899737183,0.2696171467551328
εὐρύοπα Ζεύς,6.761745975998033,0.00021874418960746356,20,Speech,0.009313259255376372,0.2696171467551328
ἐρίηρος ἑταῖρος,6.761745975998033,0.00021874418960746356,20,Speech,0.009313259255376372,0.2696171467551328
θυμός ἄνωγα,6.761745975998033,0.00021874418960746356,20,Speech,0.009313259255376372,0.2696171467551328
νέκυς καταθνήσκω,6.723681453231251,0.00010937209480373178,10,Speech,0.009514103941829362,0.2696171467551328
τίκτω μήτηρ,6.723681453231251,0.00010937209480373178,10,Speech,0.009514103941829362,0.2696171467551328
δίδωμι θεός,6.723681453231251,0.00010937209480373178,10,Speech,0.009514103941829362,0.2696171467551328
μέγας ἱστός,6.723681453231251,0.00010937209480373178,10,Speech,0.009514103941829362,0.2696171467551328
ἄριστος Ἀχαιός,6.723681453231251,0.00010937209480373178,10,Speech,0.009514103941829362,0.2696171467551328
καταδύω ἧμαι,6.530880191678827,5.468604740186589e-05,5,Speech,0.010601748239559578,0.2696171467551328
μιμνήσκω Ὀδυσσεύς,6.530880191678827,5.468604740186589e-05,5,Speech,0.010601748239559578,0.2696171467551328
θεός φρήν,6.530880191678827,5.468604740186589e-05,5,Speech,0.010601748239559578,0.2696171467551328
ξένος ἔπος,6.530880191678827,5.468604740186589e-05,5,Speech,0.010601748239559578,0.2696171467551328
κειμήλιον ἐσθλός,6.530880191678827,5.468604740186589e-05,5,Speech,0.010601748239559578,0.2696171467551328
μεταλλάω ἔρομαι,6.530880191678827,5.468604740186589e-05,5,Speech,0.010601748239559578,0.2696171467551328
μογέω ἔρχομαι,6.530880191678827,5.468604740186589e-05,5,Speech,0.010601748239559578,0.2696171467551328
κῆδος θυμός,6.530880191678827,5.468604740186589e-05,5,Speech,0.010601748239559578,0.2696171467551328
δαμάζω Ἀχαιός,6.530880191678827,5.468604740186589e-05,5,Speech,0.010601748239559578,0.2696171467551328
πόντος ἔρχομαι,6.530880191678827,5.468604740186589e-05,5,Speech,0.010601748239559578,0.2696171467551328
πρότερος ὅρκιον,6.530880191678827,5.468604740186589e-05,5,Speech,0.010601748239559578,0.2696171467551328
πόλις γαῖα,6.530880191678827,5.468604740186589e-05,5,Speech,0.010601748239559578,0.2696171467551328
νόστος πόντος,6.530880191678827,5.468604740186589e-05,5,Speech,0.010601748239559578,0.2696171467551328
