lemma,log_ratio,g_squared,p_value,p_value_fdr,register,relative_frequency
λοιβή,1.528363927352979,5.1784176714647,0.022869141162059403,0.14368788991516487,Speech,3.753718527416222e-05
φιλόξενος,1.528363927352979,5.1784176714647,0.022869141162059403,0.14368788991516487,Speech,3.753718527416222e-05
τίσις,1.528363927352979,5.1784176714647,0.022869141162059403,0.14368788991516487,Speech,3.753718527416222e-05
πενθέω,1.528363927352979,5.1784176714647,0.022869141162059403,0.14368788991516487,Speech,3.753718527416222e-05
ἀσκελής,1.528363927352979,5.1784176714647,0.022869141162059403,0.14368788991516487,Speech,3.753718527416222e-05
κλέος,1.528363927352979,29.257489228705214,6.337081951228828e-08,4.197942555565994e-06,Speech,0.0006005949643865955
μήκιστος,1.528363927352979,5.1784176714647,0.022869141162059403,0.14368788991516487,Speech,3.753718527416222e-05
παρεξέρχομαι,1.528363927352979,5.1784176714647,0.022869141162059403,0.14368788991516487,Speech,3.753718527416222e-05
παραυδάω,1.528363927352979,5.1784176714647,0.022869141162059403,0.14368788991516487,Speech,3.753718527416222e-05
παρασταδόν,1.528363927352979,5.1784176714647,0.022869141162059403,0.14368788991516487,Speech,3.753718527416222e-05
λῃστήρ,1.528363927352979,5.1784176714647,0.022869141162059403,0.14368788991516487,Speech,3.753718527416222e-05
τλάω,1.528363927352979,36.892207588541694,1.2484392076149429e-09,1.167013228184946e-07,Speech,0.0007695122981203255
πωλέομαι,1.528363927352979,6.6321709374813285,0.010015312860593019,0.0871106366332673,Speech,9.384296318540554e-05
πύθω,1.528363927352979,5.1784176714647,0.022869141162059403,0.14368788991516487,Speech,3.753718527416222e-05
περιναιετάω,1.528363927352979,5.1784176714647,0.022869141162059403,0.14368788991516487,Speech,3.753718527416222e-05
κρυερός,1.528363927352979,5.1784176714647,0.022869141162059403,0.14368788991516487,Speech,3.753718527416222e-05
ἀποφώλιος,1.528363927352979,5.1784176714647,0.022869141162059403,0.14368788991516487,Speech,3.753718527416222e-05
ἀιδρείη,1.528363927352979,5.1784176714647,0.022869141162059403,0.14368788991516487,Speech,3.753718527416222e-05
ἀλλόθροος,1.528363927352979,5.1784176714647,0.022869141162059403,0.14368788991516487,Speech,3.753718527416222e-05
πέρνημι,1.528363927352979,5.1784176714647,0.022869141162059403,0.14368788991516487,Speech,3.753718527416222e-05
πότμος,1.5611537501759698,17.54194347837022,2.8103903917762352e-05,0.0008660737863008597,Speech,0.0003284503711489194
πρόφρων,1.5611537501759698,17.54194347837022,2.8103903917762352e-05,0.0008660737863008597,Speech,0.0003284503711489194
ὑπισχνέομαι,1.5675846405062601,15.025661017866922,0.00010605919435128146,0.002549360005935231,Speech,0.0002721445932376761
βροτός,1.5696068858870282,53.42834931916755,2.68198444959254e-13,4.424222583220008e-11,Speech,0.0010885783729507044
ἄκοιτις,1.577154091522411,12.527491032295071,0.0004010079165495676,0.007452025507600818,Speech,0.00021583881532643274
μαίνομαι,1.577154091522411,12.527491032295071,0.0004010079165495676,0.007452025507600818,Speech,0.00021583881532643274
οἶκος,1.5828521126370485,71.55705049925888,2.693563842297537e-17,8.093197359017564e-15,Speech,0.001454565929373786
ἆθλος,1.5839337785077896,21.050332174044268,4.473752879852058e-06,0.00018632516325839288,Speech,0.0003941404453787033
βουληφόρος,1.59290244849055,10.068688614416804,0.0015081033460156953,0.020332810016073788,Speech,0.00015953303741518941
βασίλεια,1.59290244849055,10.068688614416804,0.0015081033460156953,0.020332810016073788,Speech,0.00015953303741518941
Κρήτη,1.59290244849055,10.068688614416804,0.0015081033460156953,0.020332810016073788,Speech,0.00015953303741518941
ἀριστεύς,1.6053249684891073,16.0288094089263,6.238592968259491e-05,0.0016822205974989456,Speech,0.00028152888955621663
κήδω,1.610602025589951,22.0405365448997,2.6695258760844177e-06,0.0001175849277251215,Speech,0.0004035247416972438
ᾍδης,1.610602025589951,22.0405365448997,2.6695258760844177e-06,0.0001175849277251215,Speech,0.0004035247416972438
χρέος,1.6236741071573038,7.726440681493234,0.005441791990122319,0.05367150763528613,Speech,0.0001032272595039461
ψεῦδος,1.6236741071573038,7.726440681493234,0.005441791990122319,0.05367150763528613,Speech,0.0001032272595039461
πάτρη,1.6236741071573038,7.726440681493234,0.005441791990122319,0.05367150763528613,Speech,0.0001032272595039461
μέλω,1.6236741071573038,31.57549826106638,1.9183482488299554e-08,1.428235736053665e-06,Speech,0.0005912106680680549
κράτιστος,1.6236741071573038,7.726440681493234,0.005441791990122319,0.05367150763528613,Speech,0.0001032272595039461
ὄνειδος,1.6236741071573038,7.726440681493234,0.005441791990122319,0.05367150763528613,Speech,0.0001032272595039461
ἐρωέω,1.6236741071573038,7.726440681493234,0.005441791990122319,0.05367150763528613,Speech,0.0001032272595039461
Ἰθακήσιος,1.6236741071573038,7.726440681493234,0.005441791990122319,0.05367150763528613,Speech,0.0001032272595039461
δειλός,1.6236741071573038,19.532845962142094,9.888469899562228e-06,0.00035552007378212403,Speech,0.0003472189637860005
ἀλέγω,1.6236741071573038,7.726440681493234,0.005441791990122319,0.05367150763528613,Speech,0.0001032272595039461
τέκος,1.6337244430108053,29.056350980140405,7.030324731770218e-08,4.606097187279178e-06,Speech,0.0005349048901568115
κακός,1.635811815171728,208.09831402113107,3.570825056696066e-47,1.5020675600992e-43,Speech,0.004110321787520763
θνητός,1.6365775119932116,23.038285731137968,1.5880716725330552e-06,7.422470545011441e-05,Speech,0.0004129090380157844
ἁλίσκομαι,1.6535270703069849,11.120496524539094,0.0008537892754206383,0.013446315216101701,Speech,0.00016891733373372998
ἐξέρχομαι,1.6535270703069849,11.120496524539094,0.0008537892754206383,0.013446315216101701,Speech,0.00016891733373372998
Λαερτιάδης,1.6535270703069849,20.541229054080755,5.83605838738872e-06,0.00022514255228996634,Speech,0.0003566032601045411
ἐθέλω,1.6601893201324014,143.00642217744482,5.8590436483321595e-33,6.1615167766773074e-30,Speech,0.0027495988213323825
νόστος,1.6938783658305523,35.561192653917765,2.4716278448010274e-09,2.188821585085373e-07,Speech,0.0006287478533422171
ἠῶθεν,1.7106854841469334,8.838975647694788,0.0029486459874986702,0.03320878004394419,Speech,0.00011261155582248665
ἠμαθόεις,1.7106854841469334,8.838975647694788,0.0029486459874986702,0.03320878004394419,Speech,0.00011261155582248665
χαλεπός,1.7106854841469334,29.569481769891517,5.394768196553427e-08,3.6020781617146015e-06,Speech,0.0005067520012011899
χήρα,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
βιόω,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ληίς,1.7106854841469334,8.838975647694788,0.0029486459874986702,0.03320878004394419,Speech,0.00011261155582248665
τηλίκος,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
δόσις,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἐπίσκοπος,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
τιτρώσκω,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
τώς,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἐπακούω,1.7106854841469334,8.838975647694788,0.0029486459874986702,0.03320878004394419,Speech,0.00011261155582248665
βρώμη,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
αἶσις,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἦδος,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
μετέπειτα,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
κτέρεα,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
κτερίζω,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
συνελαύνω,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
βουλεύω,1.7106854841469334,19.097104667564885,1.2423321313637399e-05,0.0004147515960779025,Speech,0.0003096817785118383
μεδέων,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἐρωτάω,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἐπιμέμφομαι,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἐρέσσω,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἦνις,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
Τρῳάς,1.7106854841469334,8.838975647694788,0.0029486459874986702,0.03320878004394419,Speech,0.00011261155582248665
διείρομαι,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἐπιδίδωμι,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
διαλέγω,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἀάω,1.7106854841469334,12.186217604580802,0.0004814390354829599,0.008599462007469515,Speech,0.00017830163005227054
Σκύλλα,1.7106854841469334,8.838975647694788,0.0029486459874986702,0.03320878004394419,Speech,0.00011261155582248665
ἁγνός,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἀνερείπομαι,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἀνία,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἀναίτιος,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
πομπός,1.7106854841469334,8.838975647694788,0.0029486459874986702,0.03320878004394419,Speech,0.00011261155582248665
Λυκία,1.7106854841469334,12.186217604580802,0.0004814390354829599,0.008599462007469515,Speech,0.00017830163005227054
κατανεύω,1.7106854841469334,12.186217604580802,0.0004814390354829599,0.008599462007469515,Speech,0.00017830163005227054
ποθή,1.7106854841469334,8.838975647694788,0.0029486459874986702,0.03320878004394419,Speech,0.00011261155582248665
ὑβριστής,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
δύη,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἀοσσητήρ,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
Ἀλκμήνη,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἀπάτη,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
Κουρῆτες,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἐγγίγνομαι,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ὑπηοῖος,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ὑφίστημι,1.7106854841469334,12.186217604580802,0.0004814390354829599,0.008599462007469515,Speech,0.00017830163005227054
ἄυπνος,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
πημαίνω,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἀποστείχω,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἄσμενος,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἄπρακτος,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
Διόνυσος,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
παγχάλκεος,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
πανσυδίῃ,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
κέλλω,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
κάμμορος,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
παρέζομαι,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἀποπαύω,1.7106854841469334,8.838975647694788,0.0029486459874986702,0.03320878004394419,Speech,0.00011261155582248665
ὄθομαι,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
εἰκοστός,1.7106854841469334,8.838975647694788,0.0029486459874986702,0.03320878004394419,Speech,0.00011261155582248665
ἀμφιπολεύω,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἀλητεύω,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
Ποσειδῶν,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
εὐρυάγυια,1.7106854841469334,8.838975647694788,0.0029486459874986702,0.03320878004394419,Speech,0.00011261155582248665
Πολύφημος,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
εἰναετής,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἀλήτης,1.7106854841469334,8.838975647694788,0.0029486459874986702,0.03320878004394419,Speech,0.00011261155582248665
ὀψίγονος,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ὁμῆλιξ,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
Προῖτος,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἀμφίαλος,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἀλλοδαπός,1.7106854841469334,8.838975647694788,0.0029486459874986702,0.03320878004394419,Speech,0.00011261155582248665
ἐλεγχείη,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἐκπίνω,1.7106854841469334,6.473022089330874,0.010952413324620474,0.08868397815210013,Speech,4.692148159270277e-05
ἄνθρωπος,1.72903462281513,99.16534216990482,2.3227658626129768e-23,1.2213393251351858e-20,Speech,0.0017830163005227054
τίνω,1.7572054997818263,28.12826820087546,1.1353537247140726e-07,6.972066340160214e-06,Speech,0.00045983051960848714
Αἴγισθος,1.7647527054172092,13.264341874962657,0.00027050240543378793,0.005267909113227912,Speech,0.00018768592637081108
φῦλον,1.7647527054172092,13.264341874962657,0.00027050240543378793,0.005267909113227912,Speech,0.00018768592637081108
κειμήλιον,1.7647527054172092,13.264341874962657,0.00027050240543378793,0.005267909113227912,Speech,0.00018768592637081108
Ἰθάκη,1.7695259841698672,44.13725008242658,3.06139345870339e-11,3.962385102780249e-09,Speech,0.0007413594091647038
σώζω,1.7713101059633685,32.64415350136207,1.1067181676163829e-08,8.783792400147763e-07,Speech,0.0005349048901568115
γένος,1.7752240052845047,21.18549679468954,4.169074423721536e-06,0.0001753721156338464,Speech,0.0003284503711489194
γάμος,1.7752240052845047,21.18549679468954,4.169074423721536e-06,0.0001753721156338464,Speech,0.0003284503711489194
ὁπότερος,1.79072819182047,9.96671995982087,0.001593952029205831,0.021353373282975565,Speech,0.0001219958521410272
πάσχω,1.79072819182047,65.69422094241122,5.266005400917047e-16,1.303026571703386e-13,Speech,0.0011073469655877854
κραίνω,1.79072819182047,9.96671995982087,0.001593952029205831,0.021353373282975565,Speech,0.0001219958521410272
ἔρρω,1.79072819182047,9.96671995982087,0.001593952029205831,0.021353373282975565,Speech,0.0001219958521410272
τελέω,1.8076777501342431,75.75059715839119,3.218537496922495e-18,1.1772850418090848e-15,Speech,0.0012668800030029748
ξένιος,1.81604599980476,14.353592774667522,0.00015149033806600198,0.0034077224977253334,Speech,0.00019707022268935164
ἀποτίνω,1.8284685198033173,18.816422367974937,1.4392254649611789e-05,0.00047651325234705696,Speech,0.0002721445932376761
καταλείπω,1.8284685198033173,18.816422367974937,1.4392254649611789e-05,0.00047651325234705696,Speech,0.0002721445932376761
πατρίς,1.8306447992259125,74.32028217614607,6.6417611156481336e-18,2.328214011081156e-15,Speech,0.001219958521410272
πυνθάνομαι,1.8488358226277506,41.32097310755398,1.2917545775639088e-10,1.4490041681393553e-08,Speech,0.0006475164459792982
δάω,1.8648361639741917,15.452881362986467,8.458788482797228e-05,0.002086914589612114,Speech,0.0002064545190078922
γαμέω,1.864836163974192,19.896512812443994,8.174930452019638e-06,0.0002977302592763689,Speech,0.00028152888955621663
πρᾶξις,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
παράφημι,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
σέβας,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
αἴσυλος,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἠθεῖος,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ποτιπτύσσω,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
μεταμώνιος,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ὅρκιον,1.864836163974192,19.896512812443994,8.174930452019638e-06,0.0002977302592763689,Speech,0.00028152888955621663
βάσκω,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
Λέσβος,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ὁποῖος,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ὕστερον,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
νόστιμος,1.864836163974192,11.107326141547707,0.0008598737176111631,0.013446315216101701,Speech,0.00013138014845956775
Οὖτις,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
οὐτιδανός,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
πινυτός,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἡμέρα,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
μαντεύομαι,1.864836163974192,11.107326141547707,0.0008598737176111631,0.013446315216101701,Speech,0.00013138014845956775
τεκμαίρομαι,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
οὐλόμενος,1.864836163974192,11.107326141547707,0.0008598737176111631,0.013446315216101701,Speech,0.00013138014845956775
πόθι,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
σιγάω,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἀγρέω,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἀμενηνός,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἐτήτυμος,1.864836163974192,11.107326141547707,0.0008598737176111631,0.013446315216101701,Speech,0.00013138014845956775
χατέω,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
καταφθίω,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἀνάπτω,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἐπήρετμος,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἀνάρσιος,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἀναλύω,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
κυνώπης,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
χρῆμα,1.864836163974192,11.107326141547707,0.0008598737176111631,0.013446315216101701,Speech,0.00013138014845956775
ἀνεμώλιος,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἀπαμύνω,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἀκλεής,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἐλεγχής,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
φέριστος,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
εὐήρης,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
γουνός,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἐπιμένω,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἐπαινός,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
θεουδής,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
δμῶος,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἄπιστος,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἄξιος,1.864836163974192,11.107326141547707,0.0008598737176111631,0.013446315216101701,Speech,0.00013138014845956775
ἀπατάω,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἐπιχθόνιος,1.864836163974192,11.107326141547707,0.0008598737176111631,0.013446315216101701,Speech,0.00013138014845956775
κραναός,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
ἀφραδής,1.864836163974192,7.767626507197048,0.00531908955229851,0.053273214766056384,Speech,5.6305777911243326e-05
κράτος,1.899927483785462,20.98401525753807,4.631313569413658e-06,0.0001919371480762419,Speech,0.00029091318587475717
νόημα,1.9113561796090848,16.561271238101778,4.7103184818127456e-05,0.001339323237519125,Speech,0.00021583881532643274
θαρσέω,1.9113561796090848,16.561271238101778,4.7103184818127456e-05,0.001339323237519125,Speech,0.00021583881532643274
ἔρδω,1.9338290354611432,32.079225302991865,1.480116371816368e-08,1.1424054161551472e-06,Speech,0.00045983051960848714
Φθία,1.9338290354611434,12.258951690802112,0.00046303155615490043,0.008341508526619223,Speech,0.00014076444477810832
Τειρεσίης,1.9338290354611434,12.258951690802112,0.00046303155615490043,0.008341508526619223,Speech,0.00014076444477810832
ἀτιμάω,1.9338290354611434,12.258951690802112,0.00046303155615490043,0.008341508526619223,Speech,0.00014076444477810832
ἀποφθίνω,1.9338290354611434,12.258951690802112,0.00046303155615490043,0.008341508526619223,Speech,0.00014076444477810832
ἄφρων,1.9338290354611434,12.258951690802112,0.00046303155615490043,0.008341508526619223,Speech,0.00014076444477810832
Κύκλωψ,1.9338290354611434,22.078434143704893,2.6173373755658e-06,0.00011650613407743425,Speech,0.00030029748219329776
ἤπιος,1.9983675565987145,18.802214311522096,1.4499868370479803e-05,0.00047651325234705696,Speech,0.00023460740796351387
αἰδώς,1.9983675565987145,18.802214311522096,1.4499868370479803e-05,0.00047651325234705696,Speech,0.00023460740796351387
ἀμφαφάω,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
ἁμός,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
ἐπικρατέω,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
μηχανάομαι,1.9983675565987147,13.42012383390065,0.0002489392654448136,0.005133152059282393,Speech,0.00015014874109664888
Βελλεροφόντης,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
καθαιρέω,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
νεώτερος,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
θεοπροπία,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
ἀνεκτός,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
Ἀτρυτώνη,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
εὐτείχεος,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
Τροίανδε,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
Τροίαθεν,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
τρόπις,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
Πυλόνδε,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
Μίνως,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
μητίομαι,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
εὐδείελος,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
ἐκπέρθω,1.9983675565987147,13.42012383390065,0.0002489392654448136,0.005133152059282393,Speech,0.00015014874109664888
ἔξειμι,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
τῆ,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
τρύχω,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
χερείων,1.9983675565987147,13.42012383390065,0.0002489392654448136,0.005133152059282393,Speech,0.00015014874109664888
ἀέκητι,1.9983675565987147,13.42012383390065,0.0002489392654448136,0.005133152059282393,Speech,0.00015014874109664888
τοξάζομαι,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
δολομήτης,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
ἠπεροπεύω,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
ἔλεγχος,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
χατίζω,1.9983675565987147,9.062230925063222,0.0026094340572451634,0.03172423225954271,Speech,6.569007422978388e-05
