,lemma,log_likelihood,relative_frequency,register,p_value,p_value_fdr
5351,δύω,161.80437965396555,0.0005469635595437214,Epic,4.56484985574516e-37,1.4046872978828903e-34
8894,κλισία,159.91616184485346,0.000495438006833081,Epic,1.1802282144614782e-36,3.5990580929105024e-34
31478,ἵημι,157.97706443087742,0.0008561168758075639,Epic,3.130779438920955e-36,9.37820825026862e-34
8679,κεφαλή,157.93777849102437,0.0005945256081996971,Epic,3.193277422947043e-36,9.481512937660916e-34
11872,μῦθος,154.03149789480707,0.0016250366624125055,Epic,2.279530187432689e-35,6.651708389173197e-33
7512,κίω,151.07694193893602,0.0004399489500677759,Epic,1.0082570866743601e-34,2.9169653099863603e-32
31040,ἦτορ,150.73224190835808,0.0003804963892478062,Epic,1.1992551469198772e-34,3.4401345311941465e-32
11915,νέομαι,150.5779002597394,0.0003527518608651537,Epic,1.2961225165426388e-34,3.686760593483343e-32
3387,γλαυκῶπις,147.39079888628004,0.0003725693811384769,Epic,6.446164537142616e-34,1.803274573700334e-31
15057,πολύμητις,147.19412722019467,0.0003448248527558244,Epic,7.116955193368748e-34,1.97460505196999e-31
12246,νοέω,146.79167918575317,0.0006183066325276851,Epic,8.715080581895869e-34,2.3983476635495386e-31
31822,ὀξύς,144.43630949505658,0.0006500146649650023,Epic,2.852326886509097e-33,7.786162321084389e-31
12794,οἶνος,143.7893020680853,0.0005707445838717093,Epic,3.950544826649277e-33,1.069775934698011e-30
3388,γλαφυρός,142.11846766087763,0.0003329343405918304,Epic,9.161736100223045e-33,2.4039969399724793e-30
19189,τεῦχος,140.58422811464186,0.0009472774690648508,Epic,1.9836196067738612e-32,5.125461074022017e-30
6665,θέω,140.4265811411053,0.00032897083653716575,Epic,2.1474906720083357e-32,5.3844749449489e-30
19961,φαεινός,140.4265811411053,0.00032897083653716575,Epic,2.1474906720083357e-32,5.3844749449489e-30
1419,Πηνελόπεια,140.4265811411053,0.00032897083653716575,Epic,2.1474906720083357e-32,5.3844749449489e-30
8593,κελεύω,138.0804505626237,0.0009393504609555215,Epic,6.998337402074132e-32,1.7165704545130963e-29
6387,εὔχομαι,137.12947274501695,0.0007372117541676245,Epic,1.1297353585837174e-31,2.7120859682766134e-29
13200,πέπνυμαι,137.04280810156058,0.0003210438284278365,Epic,1.1801332723062915e-31,2.8131219108658917e-29
234,Αἴας,136.09707789335334,0.0010067300298848205,Epic,1.9000989955395421e-31,4.466420201390136e-29
27039,ἐλαύνω,136.04045343004137,0.0008244088433702468,Epic,1.9550648039166819e-31,4.5639302446741907e-29
31537,Ἰδομενεύς,133.65903506201587,0.0003131168203185072,Epic,6.4872342745121105e-31,1.4937849861085744e-28
24786,ἀχεύω,132.42324167015553,0.0004716569825050931,Epic,1.2089170934793092e-30,2.7463513219584655e-28
18766,τέρπω,131.4050417446905,0.00040824091763045874,Epic,2.0190515936094585e-30,4.556191826139104e-28
7446,κέλομαι,129.81317690045594,0.0004042774135757941,Epic,4.5021923101168594e-30,1.0092364735440104e-27
214,Αἰνείας,129.03037616614154,0.00032897083653716575,Epic,6.678838080995189e-30,1.4873157250237246e-27
396,Δαναοί,128.90898271228116,0.0007015402176756427,Epic,7.100067967117761e-30,1.5707856249605824e-27
31035,ἦμαρ,128.6710155362689,0.0009512409731195155,Epic,8.004452768332022e-30,1.759368323086173e-27
11106,μεγάθυμος,128.5833755026988,0.0003012263081545132,Epic,8.365813432157289e-30,1.826931734613497e-27
30241,ἔρχομαι,127.62531877509088,0.005231825352157335,Epic,1.3556485795625737e-29,2.941496716000869e-27
1842,Φαίαξ,126.89148898292645,0.00029726280409984857,Epic,1.9621376138625325e-29,4.230343700104004e-27
31542,Ἰθάκη,124.02880009169057,0.00031708032437317184,Epic,8.302968943622518e-29,1.7565449735792414e-26
830,Κρονίων,123.50771594338175,0.0002893357959905193,Epic,1.0796560306851513e-28,2.269892980289546e-26
10720,μέλας,121.69977996411016,0.0009076424285182044,Epic,2.685503029872454e-28,5.576784788843724e-26
10685,μέγας,120.09972153477133,0.004950416564276145,Epic,6.015921043897484e-28,1.241664093993207e-25
31046,ἧμαι,118.91824382889493,0.0006024526163090264,Epic,1.0913624283097432e-27,2.2388804142943333e-25
1491,Ποσειδεών,118.78834707592426,0.00032500733248250115,Epic,1.165223429791074e-27,2.3477171354165514e-25
5772,εἷμα,118.78834707592426,0.00032500733248250115,Epic,1.165223429791074e-27,2.3477171354165514e-25
19946,φαίδιμος,118.4320563840647,0.00027744528382652535,Epic,1.3944998501083172e-27,2.7603757559249376e-25
25983,Ἀλκίνοος,118.4320563840647,0.00027744528382652535,Epic,1.3944998501083172e-27,2.7603757559249376e-25
17595,συβώτης,118.4320563840647,0.00027744528382652535,Epic,1.3944998501083172e-27,2.7603757559249376e-25
30361,ἕζομαι,117.56297817320383,0.0004042774135757941,Epic,2.161273490642772e-27,4.204422206021104e-25
33511,ῥέζω,117.15028623030932,0.0004320219419584466,Epic,2.6611892751559833e-27,5.147348329985993e-25
8177,καταλέγω,116.74016986429234,0.0002734817797718607,Epic,3.27250575638118e-27,6.258251262584552e-25
9308,κρείων,116.74016986429234,0.0002734817797718607,Epic,3.27250575638118e-27,6.258251262584552e-25
16194,πρότερος,116.15008755635759,0.0005826350960357032,Epic,4.406536968450817e-27,8.332786024865459e-25
9845,κῦδος,115.50458445565127,0.00031708032437317184,Epic,6.1017828476719436e-27,1.147440264504709e-24
11112,μεγαλήτωρ,115.04828334451999,0.00026951827571719604,Epic,7.680447243911094e-27,1.4363285014317493e-24
25562,ἄριστος,114.14487959318498,0.0012088687366727177,Epic,1.2112710737546289e-26,2.252764537116507e-24
33222,ὗς,114.0344264445361,0.00029329930004518397,Epic,1.280656431617798e-26,2.3687945111382976e-24
5368,δῆμος,113.64966631220233,0.0005271460392703982,Epic,1.5549047264908705e-26,2.8449713560534854e-24
20492,φωνέω,112.93272976561016,0.0008164818352609175,Epic,2.2322122807160627e-26,4.062266316664409e-24
21059,χρύσεος,112.05078626147653,0.0005826350960357032,Epic,3.4827359246475335e-26,6.304124508737666e-24
2090,αἰνός,110.77704383569798,0.0004558029662864345,Epic,6.621403885938976e-26,1.1921696815699384e-23
11423,μετεῖπον,109.97262378520293,0.00025762776355320213,Epic,9.935341699866271e-26,1.7793723872950972e-23
13328,πίνω,109.83320091002207,0.00038445989330247087,Epic,1.0659302194943312e-25,1.898982736824401e-23
10894,μίγνυμι,109.26827599492637,0.00033689784464649506,Epic,1.417427544803162e-25,2.5119636106828395e-23
29797,ἔδω,108.28073726543057,0.0002536642594985375,Epic,2.332807673096468e-25,4.091357871846753e-23
15316,προίημι,108.28073726543057,0.0002536642594985375,Epic,2.332807673096468e-25,4.091357871846753e-23
6844,θεράπων,107.37879949951024,0.00027744528382652535,Epic,3.6771922555104405e-25,6.415942301895511e-23
7524,καίω,107.30669781825277,0.00029726280409984857,Epic,3.8134343640645e-25,6.619535373806116e-23
29977,ἔλπω,106.58885074565822,0.0002497007554438728,Epic,5.478053239750662e-25,9.460542046546946e-23
21422,ἀγλαός,105.66923726535673,0.00029329930004518397,Epic,8.712955311464512e-25,1.4970803265876258e-22
1800,Τυδείδης,104.89696422588587,0.00024573725138920817,Epic,1.2865490808283633e-24,2.199414133179761e-22
23150,ἀντίος,104.75865816408137,0.00035671536491981834,Epic,1.3795594253153902e-24,2.3465681903266655e-22
23139,ἀντίθεος,103.20507770611351,0.0002417737473345435,Epic,3.021906011483718e-24,5.038842196192727e-22
24210,ἀργαλέος,101.51319118634116,0.00023781024327987888,Epic,7.098912110890666e-24,1.1664615341822242e-21
1501,Πρίαμος,101.08992754663075,0.0007570292744409477,Epic,8.790074191950317e-24,1.430457794823684e-21
25347,ἄνεμος,101.06153938974028,0.0004795839906144224,Epic,8.916959366361671e-24,1.4441634334544315e-21
14903,πολεμίζω,99.8213046665688,0.00023384673922521423,Epic,1.667864465993868e-23,2.6756182137168927e-21
3859,δαίφρων,99.8213046665688,0.00023384673922521423,Epic,1.667864465993868e-23,2.6756182137168927e-21
30406,ἕννυμι,99.0686927367421,0.00025762776355320213,Epic,2.438935201069128e-23,3.8941281896692884e-21
16387,πυκνός,98.4658509782856,0.0003963504054664648,Epic,3.306781582456306e-23,5.182002304840903e-21
18813,τίθημι,97.80722281897229,0.0023701754246894594,Epic,4.611623690403118e-23,7.193495405366596e-21
452,Διομήδης,97.55098066106842,0.0003527518608651537,Epic,5.2487353475289194e-23,8.11600842858913e-21
2945,βοῦς,97.34063636120823,0.0008957519163542105,Epic,5.837003154318695e-23,8.980759989569704e-21
25834,ἅλς,96.95817485704265,0.0005945256081996971,Epic,7.080737701889001e-23,1.0845062917250714e-20
24199,ἀραρίσκω,96.76978325843758,0.0002893357959905193,Epic,7.787557260014009e-23,1.1873920076315955e-20
20887,χολόω,96.54417782536407,0.0003051898122091779,Epic,8.727456793738037e-23,1.3247340135033131e-20
4585,διοτρεφής,94.74564510725175,0.0002219562270612203,Epic,2.164892312848427e-22,3.214010521824842e-20
26054,Ἀντίνοος,94.74564510725175,0.0002219562270612203,Epic,2.164892312848427e-22,3.214010521824842e-20
11558,μιμνήσκω,94.32802499680585,0.0005192190311610689,Epic,2.673383811774259e-22,3.9515881504256285e-20
26052,Ἀντίλοχος,94.08829127737246,0.00024573725138920817,Epic,3.0175901729085818e-22,4.402690075982008e-20
22278,ἀμφίπολος,91.96892595034335,0.00030915331626384253,Epic,8.804825622388936e-22,1.262858230899335e-19
20582,χάλκεος,91.95134533135455,0.00027744528382652535,Epic,8.88339550844659e-22,1.2682450343741214e-19
2001,αἰγίοχος,91.36187206770704,0.00021402921895189098,Epic,1.1966002986286333e-21,1.673707582986802e-19
31688,ὀιστός,91.36187206770704,0.00021402921895189098,Epic,1.1966002986286333e-21,1.673707582986802e-19
14300,περικαλλής,91.36187206770704,0.00021402921895189098,Epic,1.1966002986286333e-21,1.673707582986802e-19
6786,θείνω,90.34771001316936,0.0002734817797718607,Epic,1.997767206132169e-21,2.7714107442773687e-19
18594,σῖτος,90.21520753083357,0.0002893357959905193,Epic,2.1361386033996857e-21,2.9512716565908554e-19
3230,γαῖα,90.06473045173038,0.0018113213529817442,Epic,2.3049418877064326e-21,3.171543819389229e-19
9847,κῦμα,89.1788495530998,0.0005152555271064043,Epic,3.606845912050745e-21,4.942839161012375e-19
18899,τανύω,87.97809902816235,0.0002061022108425617,Epic,6.618322120829256e-21,8.92524244892229e-19
8785,κιχάνω,87.71183410757686,0.0002497007554438728,Epic,7.571999683704427e-21,1.0170818146575838e-18
1127,Μηριόνης,87.45525282448452,0.00022988323517054957,Epic,8.62082622043426e-21,1.1533847697054516e-18
20840,χιτών,87.29888180340114,0.00029726280409984857,Epic,9.330063742246188e-21,1.2433595575247685e-18
10635,μάρναμαι,85.79845582415612,0.00022591973111588492,Epic,1.9924169020706564e-20,2.600342557870981e-18
3670,δέπας,85.79845582415612,0.00022591973111588492,Epic,1.9924169020706564e-20,2.600342557870981e-18
32440,ὅμιλος,85.7935480746701,0.0004122044216851234,Epic,1.9973679135172532e-20,2.600342557870981e-18
31474,ἵζω,85.74594226736978,0.00029329930004518397,Epic,2.0460366324755748e-20,2.6534978533588405e-18
2874,βουλή,85.73778176989356,0.0004240949338491173,Epic,2.054497634175589e-20,2.654301161038531e-18
9095,κονία,85.48502080533771,0.00027744528382652535,Epic,2.3346346750891338e-20,2.993373072617125e-18
10557,λύω,85.45376417524415,0.0007847738028236002,Epic,2.3718317398059438e-20,3.0295899079506185e-18
8915,κλυτός,85.39207650115502,0.0003210438284278365,Epic,2.446991850984562e-20,3.1138431264652797e-18
5675,εἴδομαι,84.59432598861764,0.0001981752027332324,Epic,3.663149594288352e-20,4.5923685413728304e-18
2278,αἴξ,84.59432598861764,0.0001981752027332324,Epic,3.663149594288352e-20,4.5923685413728304e-18
8313,κατατίθημι,84.59432598861764,0.0001981752027332324,Epic,3.663149594288352e-20,4.5923685413728304e-18
28960,ἐπιτέλλω,84.14228548842085,0.0002219562270612203,Epic,4.6041704359813944e-20,5.750795759687609e-18
21386,ἀγείρω,83.94675428017212,0.00025762776355320213,Epic,5.0828148272711355e-20,6.256298148665479e-18
22691,ἀνίστημι,83.46076621249887,0.00036860587708381225,Epic,6.499314587218643e-20,7.970844183433471e-18
2347,αὐδάω,83.30253708919318,0.0004637299743957638,Epic,7.040918334796976e-20,8.603900531210933e-18
31372,ἱππόδαμος,82.90243946884529,0.00019421169867856776,Epic,8.620472932551088e-20,1.0458580225588593e-17
20849,χλαῖνα,82.8345804011815,0.00023781024327987888,Epic,8.921549002742501e-20,1.078519686406539e-17
21590,ἀείρω,82.64599524769788,0.00028537229193585466,Epic,9.814646087586402e-20,1.1822631865434596e-17
1098,Μενέλαος,81.76116811342393,0.0011018541271967722,Epic,1.5356635939600032e-19,1.830305527885639e-17
6558,θάλασσα,81.23498268113264,0.0005984891122543618,Epic,2.0041274388130395e-19,2.380270514960792e-17
3842,δαίνυμι,81.2110782769404,0.00023384673922521423,Epic,2.0285164433436725e-19,2.3847745763121718e-17
31857,ὀρίνω,81.21055294907293,0.0001902481946239031,Epic,2.0290557416109947e-19,2.3847745763121718e-17
33083,ὑσμίνη,81.21055294907293,0.0001902481946239031,Epic,2.0290557416109947e-19,2.3847745763121718e-17
2107,αἰπύς,80.83191724322432,0.00021402921895189098,Epic,2.457564018360882e-19,2.8784112269030274e-17
11736,μυθέομαι,80.75503452278785,0.0002497007554438728,Epic,2.555062466046325e-19,2.982286531489726e-17
7816,καλύπτω,80.20726611552354,0.0003963504054664648,Epic,3.371252123837701e-19,3.881412011557223e-17
15208,ποταμός,79.93780828720651,0.00056281757576238,Epic,3.863819134564251e-19,4.4334377588428927e-17
14257,περίφρων,79.5887657438563,0.00022988323517054957,Epic,4.610395585663312e-19,5.2193070294019207e-17
31678,ὀδύρομαι,79.5887657438563,0.00022988323517054957,Epic,4.610395585663312e-19,5.2193070294019207e-17
32203,ὄις,79.5887657438563,0.00022988323517054957,Epic,4.610395585663312e-19,5.2193070294019207e-17
12887,οὐτάω,79.51866642930058,0.00018628469056923845,Epic,4.776907933805005e-19,5.389785221712187e-17
7490,κήρ,79.41764507898536,0.0003448248527558244,Epic,5.027509195421508e-19,5.653692981921018e-17
3747,δίδωμι,79.25823144539322,0.003289708365371658,Epic,5.449981833146587e-19,6.088331190434944e-17
29288,ἐρύκω,79.16153069698008,0.00024573725138920817,Epic,5.723374260179629e-19,6.372713662263824e-17
3809,δίφρος,78.88659385395505,0.00041616792573978805,Epic,6.577962604500436e-19,7.276387457507688e-17
1408,Πηλείδης,77.96768492756499,0.00022591973111588492,Epic,1.0474013389234021e-18,1.1436609006844592e-16
21128,χώομαι,77.82677990952823,0.0001823211865145738,Epic,1.1248472653608689e-18,1.2242750831254037e-16
21599,ἀεικής,77.56966733616484,0.0002417737473345435,Epic,1.281226763039606e-18,1.390007843016911e-16
11860,μῆλον,77.55903519997409,0.0003646423730291476,Epic,1.2881421289597745e-18,1.3930454608038148e-16
13264,πέτομαι,77.52434620150912,0.0002061022108425617,Epic,1.310965279055987e-18,1.4087258327227334e-16
12279,νοστέω,77.52434620150912,0.0002061022108425617,Epic,1.310965279055987e-18,1.4087258327227334e-16
14864,ποιμήν,76.36971751874277,0.00029726280409984857,Epic,2.3523092766811377e-18,2.51177655225173e-16
16651,σάκος,76.14831581312677,0.00036067886897448294,Epic,2.6313952586670496e-18,2.7747694115458242e-16
7867,καρπάλιμος,76.13489338975587,0.00017835768245990917,Epic,2.649342242131006e-18,2.785018184903492e-16
3538,γόνυ,75.37451740191565,0.000630197144691679,Epic,3.893831327578198e-18,4.0805664584270725e-16
32550,Ὄλυμπος,74.84924836433615,0.0004716569825050931,Epic,5.080640065642246e-18,5.291525710213058e-16
31453,ἴφθιμος,74.44300686998352,0.00017439417840524451,Epic,6.241438383231975e-18,6.421472578541615e-16
22709,ἀναβαίνω,74.44300686998352,0.00017439417840524451,Epic,6.241438383231975e-18,6.421472578541615e-16
6817,θεοειδής,74.44300686998352,0.00017439417840524451,Epic,6.241438383231975e-18,6.421472578541615e-16
21911,ἀλέομαι,74.44300686998352,0.00017439417840524451,Epic,6.241438383231975e-18,6.421472578541615e-16
7200,θωρήσσω,72.75112035021117,0.00017043067435057986,Epic,1.4707471338529726e-17,1.4860692457847543e-15
8108,καταδύω,72.75112035021117,0.00017043067435057986,Epic,1.4707471338529726e-17,1.4860692457847543e-15
21341,ἀγήνωρ,72.75112035021117,0.00017043067435057986,Epic,1.4707471338529726e-17,1.4860692457847543e-15
21362,ἀγαυός,72.56872666909541,0.00019421169867856776,Epic,1.6131521160945613e-17,1.6251067255263334e-15
31960,ὀφθαλμός,71.9055763324061,0.0006183066325276851,Epic,2.2574510106116106e-17,2.260723646692083e-15
16815,σεύω,71.49660470739877,0.00021006571489722635,Epic,2.777356388606796e-17,2.7569130908490158e-15
29063,ἐποτρύνω,71.49660470739877,0.00021006571489722635,Epic,2.777356388606796e-17,2.7569130908490158e-15
12083,νεμεσάω,71.05923383043881,0.0001664671702959152,Epic,3.4665936241712125e-17,3.3913505082246063e-15
12070,νεικέω,71.05923383043881,0.0001664671702959152,Epic,3.4665936241712125e-17,3.3913505082246063e-15
5677,εἴδω,71.05923383043881,0.0001664671702959152,Epic,3.4665936241712125e-17,3.3913505082246063e-15
7233,θύρα,70.78808312371319,0.0003210438284278365,Epic,3.977322741799842e-17,3.868632111700657e-15
11938,νήπιος,70.78808312371319,0.0003210438284278365,Epic,3.977322741799842e-17,3.868632111700657e-15
18841,τίω,69.8391054427209,0.00023781024327987888,Epic,6.434450637498189e-17,6.2228491322478906e-15
30787,ἡγήτωρ,69.36734731066646,0.00016250366624125058,Epic,8.173060293096735e-17,7.70612584571118e-15
28893,ἐπισεύω,69.36734731066646,0.00016250366624125058,Epic,8.173060293096735e-17,7.70612584571118e-15
1584,Σαρπηδών,69.36734731066646,0.00016250366624125058,Epic,8.173060293096735e-17,7.70612584571118e-15
17119,σπέος,69.36734731066646,0.00016250366624125058,Epic,8.173060293096735e-17,7.70612584571118e-15
11267,μερμηρίζω,69.36734731066646,0.00016250366624125058,Epic,8.173060293096735e-17,7.70612584571118e-15
5739,εἶδον,69.28887205115652,0.0030082995774904676,Epic,8.504808886335003e-17,7.996646555376486e-15
708,Κίρκη,69.26917971348581,0.00018628469056923845,Epic,8.590150123342483e-17,8.054515000693065e-15
14109,πειράω,69.14645154915615,0.0003408613487011597,Epic,9.1416693613915e-17,8.52441780203143e-15
19449,τρέπω,68.92609568479992,0.00027744528382652535,Epic,1.0222321235201227e-16,9.50591624973424e-15
26069,Ἀπόλλων,68.4065450432793,0.0008917884122995458,Epic,1.3303527830679938e-16,1.2303582337177191e-14
3520,γυῖον,68.05626678018669,0.00021799272300655564,Epic,1.5889602678118822e-16,1.4655235995957602e-14
21440,ἀγορά,67.81014965870033,0.00032500733248250115,Epic,1.8002042446198642e-16,1.6558454748950487e-14
27491,ἐνοσίχθων,67.67546079089412,0.00015854016218658592,Epic,1.9274758354500507e-16,1.7491455644543905e-14
30858,ἡμίονος,67.67546079089412,0.00015854016218658592,Epic,1.9274758354500507e-16,1.7491455644543905e-14
5228,δόρπον,67.67546079089412,0.00015854016218658592,Epic,1.9274758354500507e-16,1.7491455644543905e-14
567,Εὔμαιος,67.67546079089412,0.00015854016218658592,Epic,1.9274758354500507e-16,1.7491455644543905e-14
29016,ἐποίχομαι,67.67546079089412,0.00015854016218658592,Epic,1.9274758354500507e-16,1.7491455644543905e-14
4675,δμωή,67.28142097744423,0.00024573725138920817,Epic,2.353892181799959e-16,2.130398301116225e-14
2487,αὔω,66.65866995106835,0.0001981752027332324,Epic,3.228332443980298e-16,2.9062719387310933e-14
588,Ζεύς,66.24289504260594,0.00517633629539203,Epic,3.986421149406198e-16,3.560326371668876e-14
9115,κορυθαίολος,65.98357427112175,0.00015457665813192127,Epic,4.546965859253958e-16,4.0185443177516243e-14
10219,λευκώλενος,65.98357427112175,0.00015457665813192127,Epic,4.546965859253958e-16,4.0185443177516243e-14
26326,ἐγείρω,65.18850229110542,0.00022591973111588492,Epic,6.806549962295143e-16,5.968780043360837e-14
5384,δῶρον,64.99588133075,0.0006817226974023194,Epic,7.505477922531587e-16,6.564674992242162e-14
24230,ἀργύρεος,64.2916877513494,0.0001506131540772566,Epic,1.0729746386488035e-15,9.312594498364961e-14
11253,μενεαίνω,64.2916877513494,0.0001506131540772566,Epic,1.0729746386488035e-15,9.312594498364961e-14
10021,λίσσομαι,63.781284566323066,0.00034878835681048903,Epic,1.3902811067870768e-15,1.1974459334258465e-13
31827,ὀπάζω,63.6434748380786,0.0002219562270612203,Epic,1.4910204777415985e-15,1.2809531002811008e-13
9701,κόρυς,63.44161183701993,0.0001902481946239031,Epic,1.6519133449519365e-15,1.415585185146281e-13
15084,πολύτλας,62.681537704301725,0.00017043067435057986,Epic,2.4298275114882594e-15,2.0459510307553754e-13
31109,ἰάχω,62.599801231577054,0.00014664965002259198,Epic,2.5327903311909005e-15,2.1116359586325316e-13
